,LoanID,MonthRep,Servicer,CurrInterestRate,CAUPB,LoanAge,MonthsToMaturity,AdMonthsToMaturity,MaturityDate,MSA,CLDS,ModFlag,ZeroBalCode,ZeroBalDate,LastInstallDate,ForeclosureDate,DispositionDate,ForeclosureCosts,PPRC,AssetRecCost,MHEC,ATFHP,NetSaleProceeds,CreditEnhProceeds,RPMWP,OFP,NIBUPB,PFUPB,RMWPF,FPWA,ServicingIndicator,Arrears,Arrears_3m,Arrears_6m,Arrears_9m,Arrears_12m,0
807816,111404234782.0,09/01/2016,,4.875,247140.0,69.0,291.0,215.0,12/2040,44700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
847166,111929129305.0,06/01/2017,,4.125,111847.98,56.0,304.0,235.0,10/2042,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
3013,100047636192.0,06/01/2016,,3.375,130189.78,44.0,136.0,136.0,10/2027,25540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
696751,109886924603.0,12/01/2016,,5.375,365866.4,76.0,284.0,284.0,08/2040,41500,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
616387,108770929488.0,06/01/2016,,3.99,168814.31,42.0,318.0,316.0,12/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
272454,103952358050.0,12/01/2017,,4.375,93636.32,65.0,295.0,295.0,07/2042,25180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
347754,104982367531.0,12/01/2016,,3.5,155725.88,47.0,313.0,301.0,01/2043,16740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
573372,108166333961.0,09/01/2017,,4.375,55578.2,80.0,100.0,82.0,01/2026,39460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
638091,109062458210.0,12/01/2016,,3.875,63235.36,51.0,309.0,308.0,09/2042,27140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
605378,108644000190.0,03/01/2017,,3.75,85028.88,68.0,112.0,89.0,07/2026,17860,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
943443,113303499362.0,12/01/2016,,3.625,254829.22,50.0,310.0,310.0,10/2042,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
604504,108630872539.0,12/01/2016,,3.75,187116.69,45.0,195.0,195.0,03/2033,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
846878,111923714765.0,03/01/2016,,3.125,249442.95,48.0,132.0,0.0,03/2027,40900,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
681675,109646277153.0,06/01/2017,,3.75,104217.94,51.0,189.0,189.0,03/2033,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
511920,107294276583.0,03/01/2017,,5.125,148099.55,34.0,266.0,266.0,05/2039,26900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
493966,107046916431.0,06/01/2016,,5.25,246890.69,71.0,289.0,0.0,07/2040,42660,1.0,N,1.0,06/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,2.0,2.0,
824833,111622566965.0,09/01/2016,,4.875,199039.95,81.0,279.0,277.0,12/2039,25180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
900106,112679385144.0,06/01/2017,,5.0,72493.61,66.0,294.0,294.0,12/2041,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
56308,100827504967.0,09/01/2017,,3.625,240354.34,50.0,310.0,310.0,07/2043,35300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
169897,102418667925.0,03/01/2017,,4.375,289293.62,42.0,318.0,314.0,09/2043,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
52207,100774292814.0,06/01/2016,,3.99,166169.47,39.0,321.0,321.0,03/2043,41740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
153873,102206209073.0,12/01/2017,,5.0,295206.25,83.0,277.0,276.0,01/2041,39140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
416507,105952403932.0,06/01/2016,,4.125,109857.29,39.0,321.0,307.0,03/2043,36740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
249565,103586217586.0,09/01/2016,,4.5,273043.56,70.0,290.0,290.0,11/2040,19740,0.0,N,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,0.0,0.0,0.0,
180421,102597573476.0,12/01/2017,,4.25,209781.3,59.0,301.0,271.0,01/2043,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
804072,111348511018.0,09/01/2017,,4.875,627837.3,78.0,282.0,238.0,03/2041,27980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
644459,109152292128.0,09/01/2016,,2.875,65389.58,41.0,139.0,135.0,04/2028,41420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
404874,105792992748.0,03/01/2017,,4.25,127078.49,46.0,134.0,128.0,05/2028,23540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
445807,106354512732.0,03/01/2016,,4.875,210622.52,56.0,304.0,0.0,07/2041,16980,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
667464,109472680299.0,06/01/2017,,4.125,144646.4,61.0,179.0,179.0,05/2032,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
117204,101712694678.0,09/01/2016,,3.75,78256.3,46.0,314.0,314.0,11/2042,18140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
297275,104276419842.0,12/01/2016,,4.375,254683.73,54.0,306.0,306.0,06/2042,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
8998,100144903504.0,06/01/2017,,3.625,61697.75,30.0,150.0,149.0,12/2029,22140,0.0,N,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,0.0,0.0,0.0,
581988,108305826907.0,03/01/2017,,4.0,261991.64,47.0,313.0,300.0,04/2043,39300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
996220,114072470438.0,09/01/2016,,3.99,72311.95,44.0,316.0,315.0,01/2043,32820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
516094,107360666652.0,06/01/2016,,3.875,74186.85,36.0,324.0,324.0,06/2043,40420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
91480,101357881264.0,06/01/2017,,3.717,283781.8,58.0,302.0,302.0,08/2042,18880,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
134816,101946431690.0,03/01/2017,,4.875,160778.58,59.0,301.0,301.0,04/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
76098,101128011034.0,09/01/2016,,3.875,137960.16,47.0,193.0,181.0,10/2032,40900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
901977,112709093796.0,03/01/2017,,4.375,60267.2,72.0,288.0,206.0,03/2041,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
687806,109752135479.0,06/01/2017,,4.5,108689.97,64.0,296.0,296.0,02/2042,33700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
587257,108381718095.0,09/01/2016,,3.75,240604.31,48.0,312.0,292.0,09/2042,42660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
441948,106301454496.0,06/01/2016,,4.75,124341.65,33.0,327.0,327.0,09/2043,13820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
373382,105337436233.0,09/01/2017,,3.375,100662.8,58.0,122.0,121.0,11/2027,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
127754,101860755453.0,06/01/2016,,4.5,202607.55,49.0,311.0,302.0,05/2042,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
781377,111022153294.0,12/01/2016,,3.625,241342.67,45.0,315.0,312.0,03/2043,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
616040,108766074990.0,09/01/2017,,4.125,181394.94,59.0,301.0,301.0,10/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
611685,108721827812.0,12/01/2017,,4.875,165222.06,74.0,286.0,286.0,10/2041,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
320284,104598567199.0,12/01/2017,,4.125,118813.31,59.0,301.0,297.0,01/2043,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
462991,106591613681.0,06/01/2017,,3.625,204043.45,51.0,309.0,308.0,03/2043,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
469361,106698487025.0,09/01/2017,,4.375,134865.34,31.0,329.0,320.0,02/2045,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
161851,102304899523.0,03/01/2016,,3.75,165720.94,30.0,330.0,329.0,09/2043,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
179883,102592501613.0,12/01/2017,,4.375,193646.81,64.0,296.0,296.0,08/2042,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
976057,113798832528.0,06/01/2016,,3.75,144906.34,40.0,200.0,188.0,02/2033,32820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
352024,105032849278.0,12/01/2016,,4.0,148817.05,55.0,305.0,305.0,05/2042,39580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
537594,107671003062.0,12/01/2017,,3.625,196245.0,56.0,304.0,277.0,04/2043,42540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
895281,112605938563.0,03/01/2016,,4.0,105057.98,42.0,471.0,,06/2055,39540,0.0,Y,,,,,,,,,,,,,,,0.0,,,,N,0.0,0.0,0.0,0.0,0.0,
238691,103406576032.0,03/01/2016,,4.375,206823.4,45.0,315.0,304.0,06/2042,12580,1.0,N,,,,,,,,,,,,,,,,,,,N,1.0,1.0,1.0,1.0,1.0,
333723,104789577142.0,09/01/2017,,4.125,275522.97,63.0,177.0,170.0,06/2032,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
977729,113820170227.0,09/01/2017,,4.75,224275.89,67.0,293.0,287.0,02/2042,40140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
264738,103822888776.0,03/01/2017,,4.5,88956.01,22.0,278.0,277.0,05/2040,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
910700,112834953910.0,12/01/2017,,4.25,67495.93,52.0,308.0,306.0,08/2043,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
493645,107043366398.0,12/01/2016,,4.25,99066.11,39.0,321.0,321.0,09/2043,13020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
686979,109736947460.0,09/01/2016,,3.875,184749.1,41.0,319.0,0.0,04/2043,33100,1.0,N,1.0,09/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
523354,107469956699.0,03/01/2016,,4.625,198293.48,45.0,315.0,313.0,06/2042,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
10354,100165480804.0,12/01/2016,,4.5,246822.8,55.0,305.0,304.0,05/2042,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
930810,113116643669.0,06/01/2016,,4.875,75404.17,10.0,350.0,350.0,08/2045,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
23647,100367527144.0,03/01/2017,,3.875,227017.31,43.0,197.0,191.0,08/2033,23420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
784375,111062903096.0,09/01/2017,,3.99,112114.44,62.0,178.0,177.0,07/2032,17900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
780730,111015769737.0,09/01/2016,,5.25,220779.75,31.0,329.0,325.0,02/2044,33700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
908430,112808489797.0,06/01/2016,,4.5,133511.05,50.0,310.0,310.0,04/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
835290,111763147132.0,09/01/2017,,4.625,69761.21,43.0,197.0,197.0,02/2034,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
935083,113176330954.0,06/01/2016,,5.0,236979.02,76.0,284.0,284.0,02/2040,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
679740,109625835087.0,03/01/2016,,3.0,178636.47,46.0,134.0,133.0,05/2027,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
244212,103500111300.0,12/01/2017,,3.99,200134.97,64.0,296.0,295.0,08/2042,25940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
999593,114110960902.0,06/01/2017,,4.375,147033.12,51.0,309.0,307.0,03/2043,23420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
422978,106047341282.0,06/01/2017,,2.875,80376.28,58.0,122.0,122.0,08/2027,40220,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
218076,103113346673.0,09/01/2016,,3.625,130055.14,53.0,127.0,114.0,04/2027,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,3.0,
906010,112773914117.0,06/01/2016,,3.875,221018.31,40.0,320.0,315.0,02/2043,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
600186,108579999609.0,03/01/2016,,4.875,118040.83,45.0,315.0,305.0,06/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
443067,106319335116.0,06/01/2016,,3.5,454227.88,37.0,263.0,263.0,05/2038,41940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
795596,111214329407.0,09/01/2017,,4.875,221529.03,45.0,315.0,315.0,12/2043,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
857028,112075869629.0,06/01/2016,,4.0,115019.37,42.0,318.0,317.0,12/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
953349,113458426894.0,09/01/2017,,5.125,160035.38,84.0,276.0,276.0,09/2040,46060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
183634,102642479523.0,09/01/2017,,4.5,154369.3,61.0,299.0,297.0,08/2042,39300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
700943,109954544297.0,09/01/2016,,4.0,54341.22,70.0,110.0,80.0,11/2025,41740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
584758,108346569641.0,09/01/2017,,4.375,230954.67,82.0,278.0,278.0,11/2040,19100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
630456,108965905740.0,09/01/2016,,4.375,172337.92,24.0,276.0,276.0,09/2039,48300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
334715,104804760607.0,09/01/2016,,5.5,203832.55,65.0,295.0,295.0,04/2041,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
400757,105738482115.0,03/01/2017,,4.75,159313.27,74.0,166.0,166.0,01/2031,28940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
646300,109176306138.0,12/01/2016,,4.625,79371.25,48.0,312.0,309.0,12/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
391680,105605957740.0,03/01/2017,,4.125,99210.2,61.0,179.0,177.0,02/2032,12420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
880556,112386993972.0,03/01/2017,,3.625,107473.92,76.0,104.0,103.0,11/2025,23420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
246638,103539294506.0,12/01/2017,,4.0,128630.89,28.0,332.0,332.0,08/2045,40420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
190930,102750425832.0,03/01/2016,,4.625,130963.75,40.0,260.0,260.0,11/2037,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
605929,108650910231.0,06/01/2017,,4.375,244285.8,76.0,284.0,283.0,02/2041,42020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
643800,109142181679.0,09/01/2017,,4.75,206760.33,80.0,280.0,277.0,01/2041,10900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
663890,109430543979.0,09/01/2017,,4.375,137661.42,63.0,297.0,296.0,06/2042,27740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
246832,103540219524.0,03/01/2017,,5.375,217010.89,84.0,276.0,276.0,03/2040,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
775722,110938084365.0,12/01/2017,,5.75,51940.9,79.0,281.0,281.0,05/2041,35380,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
263332,103802303150.0,03/01/2017,,2.875,94839.46,49.0,131.0,130.0,02/2028,10420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
10819,100170572169.0,09/01/2016,,3.875,97640.49,45.0,315.0,309.0,12/2042,23460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
861563,112127730353.0,06/01/2016,,4.375,176482.16,48.0,312.0,311.0,06/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
185895,102678299326.0,09/01/2017,,4.75,182230.11,32.0,328.0,327.0,01/2045,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
784779,111066859152.0,06/01/2016,,4.125,161077.9,40.0,320.0,318.0,02/2043,14460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
599456,108569173875.0,12/01/2017,,3.75,299314.97,63.0,177.0,177.0,09/2032,16740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
930562,113114063626.0,12/01/2016,,4.375,267523.4,56.0,304.0,304.0,04/2042,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
756355,110680172090.0,03/01/2017,,5.375,355026.16,80.0,280.0,280.0,07/2040,12580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
165571,102365204892.0,06/01/2016,,4.5,193301.69,36.0,324.0,324.0,06/2043,39300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
226548,103237013573.0,06/01/2017,,5.0,118356.78,41.0,199.0,194.0,01/2034,45300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
678431,109611562029.0,06/01/2016,,4.625,87845.98,50.0,310.0,310.0,04/2042,29180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
572949,108161255969.0,06/01/2017,,4.75,176916.94,50.0,310.0,0.0,04/2043,00000,1.0,N,1.0,06/2017,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
37163,100556836452.0,12/01/2016,,3.875,163756.81,48.0,312.0,312.0,12/2042,46060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
359775,105133783161.0,03/01/2017,,3.875,280742.25,61.0,179.0,178.0,02/2032,38900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
278423,104026157907.0,12/01/2017,,4.875,79803.13,34.0,326.0,303.0,02/2045,41180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
337462,104837103549.0,03/01/2016,,4.375,196542.05,52.0,188.0,188.0,11/2031,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
13702,100222654199.0,06/01/2016,,3.75,356553.84,35.0,325.0,316.0,07/2043,10740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
416790,105955058647.0,12/01/2017,,4.0,126930.75,67.0,113.0,113.0,05/2027,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
539566,107705096274.0,03/01/2016,,3.5,242255.05,37.0,323.0,322.0,02/2043,42200,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
545987,107790500729.0,09/01/2016,,4.25,271190.7,50.0,310.0,305.0,07/2042,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
467084,106654328031.0,06/01/2016,,3.375,79215.92,40.0,140.0,139.0,02/2028,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,2.0,3.0,
332708,104776514061.0,09/01/2016,,3.5,201165.94,46.0,194.0,186.0,11/2032,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
151720,102172468557.0,03/01/2017,,4.5,93820.12,57.0,183.0,179.0,06/2032,41860,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
716099,110160100901.0,06/01/2017,,3.875,86834.57,50.0,202.0,202.0,04/2034,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
550126,107829565888.0,03/01/2017,,4.375,160053.89,32.0,208.0,208.0,07/2034,41180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
498354,107113982010.0,06/01/2017,,3.375,69843.13,68.0,112.0,90.0,10/2026,28020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
157581,102245669069.0,09/01/2016,,5.5,113919.41,63.0,297.0,297.0,06/2041,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
804816,111361864358.0,09/01/2016,,4.125,181434.97,49.0,311.0,311.0,08/2042,28140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
591729,108447348646.0,03/01/2016,,4.5,103916.26,48.0,312.0,312.0,03/2042,22220,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
406601,105813813005.0,06/01/2016,,3.99,125753.16,41.0,319.0,319.0,01/2043,27260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
606957,108664926192.0,03/01/2016,,3.375,371902.5,40.0,320.0,319.0,11/2042,38900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
111903,101624611921.0,12/01/2016,,4.25,184241.88,47.0,313.0,311.0,01/2043,39140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
409978,105857008140.0,03/01/2016,,3.875,136976.56,48.0,312.0,312.0,03/2042,46060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
698556,109917308694.0,06/01/2016,,4.875,112145.83,62.0,298.0,298.0,04/2041,40900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
255846,103687733823.0,12/01/2016,,4.115,353582.5,60.0,300.0,300.0,12/2041,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
408656,105843181652.0,03/01/2017,,3.875,310806.8,49.0,311.0,306.0,02/2043,40140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
29716,100460723707.0,03/01/2016,,3.875,121295.73,38.0,322.0,316.0,01/2043,16740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
671460,109532260769.0,03/01/2016,,4.125,361540.25,32.0,328.0,328.0,07/2043,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
185590,102673315516.0,06/01/2016,,3.625,180441.98,39.0,321.0,318.0,03/2043,36740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
391144,105595657743.0,03/01/2016,,4.25,312183.7,36.0,324.0,323.0,03/2043,40140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
559582,107977416765.0,06/01/2017,,4.625,80205.75,61.0,299.0,299.0,05/2042,46540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
398208,105695582583.0,06/01/2017,,5.0,88590.14,79.0,281.0,281.0,11/2040,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
848071,111937856554.0,06/01/2017,,3.75,244423.56,52.0,308.0,308.0,02/2043,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
234355,103346041474.0,03/01/2016,,3.75,104953.64,38.0,322.0,321.0,01/2043,33460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
687529,109740282943.0,06/01/2016,,4.875,143811.05,57.0,303.0,295.0,09/2041,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
